Date,Open,High,Low,Close,Adj Close,Volume
2022-10-10,121.91000366210938,122.66999816894531,121.16000366210938,122.22000122070312,121.4425277709961,16500
2022-10-11,120.83000183105469,121.19999694824219,118.4000015258789,118.8499984741211,118.09396362304688,56400
2022-10-12,118.33000183105469,119.94000244140625,118.16999816894531,119.27999877929688,118.52123260498047,36600
2022-10-13,116.87000274658203,120.93000030517578,114.80000305175781,120.29000091552734,119.5248031616211,49300
2022-10-14,120.44000244140625,121.58999633789062,117.94000244140625,118.58000183105469,117.82568359375,33200
2022-10-17,121.93000030517578,123.94999694824219,121.27999877929688,121.63999938964844,120.86622619628906,49000
2022-10-18,123.94999694824219,125.05000305175781,122.36000061035156,123.87999725341797,123.09197998046875,43900
2022-10-19,123.44000244140625,123.44000244140625,118.18000030517578,118.80999755859375,118.0542221069336,34800
2022-10-20,118.87999725341797,120.69000244140625,118.87999725341797,120.30999755859375,119.544677734375,52600
2022-10-21,119.9000015258789,123.08999633789062,118.19000244140625,122.86000061035156,122.07846069335938,42300
2022-10-24,122.69000244140625,125.2300033569336,121.56999969482422,125.16999816894531,124.37376403808594,33900
2022-10-25,126.94000244140625,129.0399932861328,126.87999725341797,128.3699951171875,127.55340576171875,67700
2022-10-26,127.55999755859375,128.8699951171875,125.55999755859375,128.33999633789062,127.52359771728516,80600
2022-10-27,128.75,129.47999572753906,124.02999877929688,124.19000244140625,123.39999389648438,92700
2022-10-28,123.52999877929688,126.76000213623047,123.41999816894531,126.25,125.4468994140625,31900
2022-10-31,125.16999816894531,126.08100128173828,123.70999908447266,125.01000213623047,124.21477508544922,34200
2022-11-01,126.2750015258789,127.05000305175781,124.76000213623047,125.5199966430664,124.7215347290039,79400
2022-11-02,125.80500030517578,126.0199966430664,120.93000030517578,121.05999755859375,120.28990173339844,47300
2022-11-03,119.48999786376953,122.2699966430664,118.13500213623047,120.51000213623047,119.743408203125,37600
2022-11-04,122.4000015258789,123.56400299072266,119.76000213623047,119.91000366210938,119.14723205566406,54300
2022-11-07,119.12999725341797,120.38999938964844,118.70999908447266,120.06999969482422,119.30621337890625,48600
2022-11-08,120.0,122.81999969482422,119.30999755859375,122.30999755859375,121.5319595336914,131200
2022-11-09,121.88999938964844,122.69000244140625,119.5999984741211,119.62999725341797,118.86901092529297,56400
2022-11-10,123.87999725341797,130.77000427246094,123.87999725341797,127.75,126.9373550415039,118600
2022-11-11,128.22000122070312,130.11000061035156,127.48500061035156,129.9499969482422,129.12335205078125,120700
2022-11-14,129.75,130.41000366210938,125.88999938964844,126.47000122070312,125.66548919677734,79300
2022-11-15,129.27999877929688,130.02000427246094,126.22000122070312,126.52999877929688,125.72510528564453,42500
2022-11-16,124.94000244140625,125.81999969482422,123.51000213623047,124.05999755859375,123.27082061767578,69300
2022-11-17,122.26000213623047,123.70999908447266,121.72000122070312,122.93000030517578,122.14801025390625,77500
2022-11-18,123.91000366210938,124.87000274658203,122.91000366210938,123.98999786376953,123.2012710571289,96000
2022-11-21,123.79000091552734,126.93000030517578,123.02999877929688,124.91999816894531,124.12535858154297,78200
2022-11-22,125.81999969482422,126.84500122070312,124.25,126.12999725341797,125.32765197753906,61600
2022-11-23,126.02999877929688,126.77999877929688,125.68000030517578,126.61000061035156,125.80460357666016,163600
2022-11-25,127.22000122070312,128.2740020751953,127.06999969482422,127.7699966430664,126.95722198486328,36300
2022-11-28,126.44999694824219,128.39999389648438,125.4000015258789,125.45999908447266,124.66192626953125,57200
2022-11-29,123.79000091552734,125.9000015258789,123.79000091552734,124.9800033569336,124.18498229980469,35400
2022-11-30,125.81999969482422,129.4499969482422,125.81999969482422,129.3699951171875,128.5470428466797,70700
2022-12-01,129.4600067138672,131.83999633789062,129.30999755859375,131.6999969482422,130.8622283935547,108600
2022-12-02,130.47999572753906,131.94500732421875,129.6199951171875,129.85000610351562,129.0240020751953,54500
2022-12-05,129.6300048828125,129.6300048828125,124.91000366210938,125.13999938964844,124.34395599365234,41200
2022-12-06,125.38999938964844,125.38999938964844,120.5,120.83000183105469,120.0613784790039,110700
2022-12-07,120.80000305175781,122.70999908447266,120.62000274658203,121.75,120.97551727294922,97100
2022-12-08,122.8499984741211,125.16999816894531,121.55999755859375,123.7300033569336,122.94292449951172,100800
2022-12-09,122.6500015258789,124.97000122070312,122.6500015258789,123.58999633789062,122.8038101196289,80300
2022-12-12,124.37999725341797,125.09400177001953,123.36000061035156,124.0,123.21121215820312,73000
