Date,Open,High,Low,Close,Adj Close,Volume
2022-10-10,48.56999969482422,49.029998779296875,48.029998779296875,48.060001373291016,47.59654235839844,1784300
2022-10-11,47.779998779296875,48.61000061035156,47.54999923706055,48.040000915527344,47.57672882080078,1851800
2022-10-12,48.36000061035156,49.7400016784668,47.88999938964844,48.88999938964844,48.41853332519531,2445100
2022-10-13,48.130001068115234,49.459999084472656,47.11000061035156,48.900001525878906,48.42844009399414,2443700
2022-10-14,49.060001373291016,49.349998474121094,48.220001220703125,48.529998779296875,48.06200408935547,1945000
2022-10-17,49.099998474121094,50.20000076293945,49.0,49.72999954223633,49.250431060791016,2306400
2022-10-18,50.630001068115234,51.08000183105469,49.41999816894531,49.95000076293945,49.46831130981445,1980300
2022-10-19,50.0,50.33000183105469,48.68000030517578,49.41999816894531,48.943424224853516,2248700
2022-10-20,45.630001068115234,48.5,45.630001068115234,46.5,46.051578521728516,7086600
2022-10-21,46.189998626708984,47.459999084472656,45.650001525878906,47.40999984741211,46.95280456542969,2917400
2022-10-24,47.84000015258789,48.959999084472656,47.72999954223633,48.439998626708984,47.97287368774414,1371600
2022-10-25,48.45000076293945,48.97999954223633,47.70000076293945,48.099998474121094,47.636146545410156,2747500
2022-10-26,48.29999923706055,49.31999969482422,46.900001525878906,48.689998626708984,48.220462799072266,2488500
2022-10-27,48.88999938964844,49.189998626708984,46.939998626708984,47.20000076293945,46.74483108520508,2042500
2022-10-28,47.18000030517578,48.529998779296875,47.02000045776367,47.689998626708984,47.2301025390625,1574800
2022-10-31,47.41999816894531,48.2400016784668,46.66999816894531,48.029998779296875,47.56682586669922,2220600
2022-11-01,48.31999969482422,48.959999084472656,47.65999984741211,48.790000915527344,48.31949996948242,1577900
2022-11-02,48.5,49.650001525878906,47.29999923706055,47.29999923706055,46.843868255615234,1786800
2022-11-03,46.619998931884766,48.310001373291016,46.08000183105469,47.79999923706055,47.33904266357422,1568000
2022-11-04,48.119998931884766,48.5099983215332,47.369998931884766,48.2599983215332,47.79460525512695,1074200
2022-11-07,48.380001068115234,49.84000015258789,48.040000915527344,49.439998626708984,48.963226318359375,1555600
2022-11-08,49.72999954223633,49.72999954223633,48.11000061035156,48.790000915527344,48.31949996948242,2074200
2022-11-09,48.290000915527344,49.599998474121094,47.380001068115234,47.5,47.04193878173828,1288800
2022-11-10,49.0,52.810001373291016,48.689998626708984,52.72999954223633,52.22150421142578,3765200
2022-11-11,53.63999938964844,55.5,53.119998931884766,53.689998626708984,53.172245025634766,4842000
2022-11-14,53.7400016784668,56.040000915527344,53.560001373291016,54.779998779296875,54.251731872558594,2907900
2022-11-15,55.86000061035156,57.400001525878906,55.560001373291016,56.619998931884766,56.07398986816406,3628300
2022-11-16,55.790000915527344,55.939998626708984,53.59000015258789,53.90999984741211,53.3901252746582,2643300
2022-11-17,53.220001220703125,53.63999938964844,51.91999816894531,53.5099983215332,52.99397659301758,1557900
2022-11-18,54.2599983215332,54.86000061035156,53.40999984741211,54.72999954223633,54.202213287353516,2088000
2022-11-21,54.630001068115234,55.20000076293945,53.91999816894531,54.04999923706055,53.52877426147461,1772700
2022-11-22,54.349998474121094,54.79999923706055,53.150001525878906,53.599998474121094,53.08311462402344,1775900
2022-11-23,53.540000915527344,54.290000915527344,53.22999954223633,54.0099983215332,53.489158630371094,971700
2022-11-25,54.06999969482422,54.70000076293945,53.7599983215332,54.61000061035156,54.0833740234375,374900
2022-11-28,54.08000183105469,55.779998779296875,53.779998779296875,54.540000915527344,54.0140495300293,1776100
2022-11-29,54.86000061035156,55.439998626708984,54.189998626708984,54.790000915527344,54.26163864135742,1014900
2022-11-30,54.529998779296875,55.61000061035156,53.97999954223633,55.43000030517578,54.89546203613281,2797100
2022-12-01,55.31999969482422,56.619998931884766,54.54999923706055,56.349998474121094,55.80659103393555,1980700
2022-12-02,55.790000915527344,57.40999984741211,55.4900016784668,56.720001220703125,56.29290771484375,1436300
2022-12-05,56.25,56.529998779296875,55.16999816894531,55.540000915527344,55.121788024902344,1424700
2022-12-06,55.5099983215332,55.939998626708984,54.72999954223633,55.560001373291016,55.141639709472656,1481500
2022-12-07,55.20000076293945,56.209999084472656,55.029998779296875,56.0099983215332,55.58824920654297,1638100
2022-12-08,56.16999816894531,56.43000030517578,54.86000061035156,55.130001068115234,54.71487808227539,1510600
2022-12-09,54.900001525878906,55.22999954223633,54.61000061035156,54.779998779296875,54.367515563964844,1507300
2022-12-12,54.72999954223633,56.439998626708984,54.279998779296875,56.43000030517578,56.005088806152344,1832400
2022-12-13,57.97999954223633,58.720001220703125,56.09000015258789,56.27000045776367,55.846290588378906,2064800
2022-12-14,56.11000061035156,57.72999954223633,55.959999084472656,57.2400016784668,56.80898666381836,1809800
2022-12-15,56.45000076293945,56.56999969482422,54.439998626708984,54.630001068115234,54.2186393737793,1422200
2022-12-16,54.25,54.779998779296875,53.91999816894531,54.34000015258789,53.930824279785156,5658400
2022-12-19,54.380001068115234,54.439998626708984,52.27000045776367,52.36000061035156,51.96573257446289,2889500
2022-12-20,52.0099983215332,52.27000045776367,50.9900016784668,51.08000183105469,50.69537353515625,2379600
2022-12-21,51.4900016784668,52.40999984741211,50.86000061035156,52.130001068115234,51.737464904785156,1760400
2022-12-22,51.709999084472656,52.0,50.4900016784668,51.75,51.360328674316406,1270200
2022-12-23,51.630001068115234,52.4900016784668,51.5099983215332,52.369998931884766,51.97565841674805,818900
2022-12-27,52.290000915527344,52.900001525878906,52.04999923706055,52.540000915527344,52.144378662109375,723900
2022-12-28,52.34000015258789,52.66999816894531,51.2599983215332,51.439998626708984,51.05266189575195,898500
2022-12-29,51.7400016784668,53.09000015258789,51.7400016784668,52.52000045776367,52.12453079223633,933500
2022-12-30,52.189998626708984,52.86000061035156,51.880001068115234,52.40999984741211,52.01536178588867,1362600
2023-01-03,52.81999969482422,53.279998779296875,52.09000015258789,53.04999923706055,52.650535583496094,1808800
2023-01-04,53.540000915527344,55.16999816894531,53.040000915527344,54.349998474121094,53.94075012207031,2428400
2023-01-05,54.0,54.18000030517578,53.16999816894531,53.88999938964844,53.484214782714844,1401500
2023-01-06,54.25,55.880001068115234,54.0099983215332,55.439998626708984,55.02254104614258,1348700
2023-01-09,55.06999969482422,57.099998474121094,54.84000015258789,55.959999084472656,55.53862762451172,1481800
2023-01-10,55.810001373291016,55.880001068115234,54.900001525878906,55.310001373291016,54.893524169921875,1524000
2023-01-11,56.119998931884766,56.65999984741211,55.439998626708984,56.13999938964844,55.71726989746094,1543700
2023-01-12,56.220001220703125,56.29999923706055,55.560001373291016,55.779998779296875,55.359981536865234,1461900
2023-01-13,55.310001373291016,55.630001068115234,54.900001525878906,55.13999938964844,54.72480010986328,2697700
